date,type,category,description,amount
"Jun 05, 2024",revenue,Other Revenue,Monthly subscription charge,1663.83
2020-08-30,revenue,Product Sales,Service contract payment,178.31
2022-09-15,revenue,Other Revenue,Service contract payment,1370.83
2023-01-08,revenue,Other Revenue,Product bundle sale,19240.09
2025-10-16,revenue,Service Revenue,Referral commission,11836.53
2021-01-19,expense,Marketing & Advertising,Monthly payroll,4725.62
2022-01-10,EXPENSE,Software & Subscriptions,Travel & lodging,267.36
2023-06-27,expense,Marketing & Advertising,  Contractor payment  ,8906.68
2019-11-05,revenue,Consulting / Retainers,Product bundle sale,18213.96
2024-07-17,revenue,advertising,License renewal,24340.57
2022-04-09,Rev,Other Expense,Office supplies,3040.4
2020-12-31,expense,Rent / Office Space,Office rent payment,7616.44
2020-02-11,revenue,Product Sales,Digital download sale,23945.96
29/11/2020,expense,Software & Subscriptions,Monthly payroll,6815.79
2021-07-24,revenue,Service Revenue,Affiliate payout received,18100.73
2021-05-04,revenue,Consulting / Retainers,Monthly subscription charge,6529.6
2023-12-21,expense,Salaries & Wages,Software license renewal,N/A
2024-08-17,revenue,Affiliate / Referral Revenue,Enterprise agreement,14504.48
2022-11-25,expense,Rent / Office Space,Google Ads campaign,3316.83
2025-11-10,expense,Salaries & Wages,AWS hosting bill,9529.63
2023-11-23,revenue,Consulting / Retainers,Annual subscription,13940.67
12/13/2021,revenue,Wholesale Revenue,Consulting engagement,20849.33
2021-02-11,expense,Professional Services (Legal/Accounting),Accounting services,4122.83
2024-05-21,revenue,Consulting,Affiliate payout received,10171.54
2024-09-15,expense,Cost of Goods Sold (COGS),Travel & lodging,-14852.99
2021-06-04,EXPENSE,Professional Services (Legal/Accounting),Accounting services,14913.43
2020-09-26,expense,Cost of Goods Sold (COGS),Equipment purchase,
2020-03-08,expense,Other Expense,Software license renewal,4852.44
2022-12-07,expense,Professional Services (Legal/Accounting),Insurance premium,(1465.57)
2024-08-02,revenue,Wholesale Revenue,Annual subscription,2981.23
2022-12-11,revenue,Wholesale Revenue,Annual subscription,565.8
2023-09-24,expense,Salaries & Wages,Equipment purchase,5819.72
2022-10-21,expense,Other Expense,Software license renewal,11597.35
2025-06-14,revenue,Product Sales,Product bundle sale,4980.43
2015-05-24,expense,Rent / Office Space,AWS hosting bill,6170.93
2021-06-03,revenue,Online / Digital Sales,Affiliate payout received,901.78
2021-02-18,revenue,Subscription Income,Digital download sale,9004.95
2025-03-05,revenue,Service Revenue,Wholesale shipment,-23981.95
2021-11-30,expense,,Accounting services,10634.9
2025-10-09,REVENUE,Online / Digital Sales,Project milestone payment,8270.26
2027-05-16,revenue,Online / Digital Sales,Service contract payment,24764.21
2025-10-27,expense,Rent / Office Space,,5144.26
2024/09/28,revenue,Online / Digital Sales,Online store order,17462.22
2024-04-17,revenue,Wholesale Revenue,License renewal,"$7,199.06"
2023-01-27,Exp,Online / Digital Sales,Product bundle sale,23080.09
2025-03-29,expense,Marketing & Advertising,Office rent payment,7230.24
2022-09-02,revenue,Service Revenue,Digital download sale,18844.46
2022-12-24,revenue,Online / Digital Sales,License renewal,24186.86
2026-10-06,expense,Rent / Office Space,Travel & lodging,6185.98
2022-01-03,expense,Professional Services (Legal/Accounting),Insurance premium,1266.97
2025-02-21,expense,Salaries & Wages,Utilities bill,N/A
2021-12-30,expense,Subscription,Conference registration,13483.21
2023-02-26,revenue,Service Revenue,Retainer fee,14932.21
2024-02-18,revenue,Other Revenue,License renewal,19611.27
2023-04-06,revenue,Wholesale Revenue,Annual subscription,3249.22
2022-05-09,revenue,Service Revenue,Wholesale shipment,7344.48
2022-05-09,revenue,Service Revenue,Wholesale shipment,7344.48
2023-07-16,expense,Marketing & Advertising,AWS hosting bill,318.77
2023-03-06,expense,Software & Subscriptions,Google Ads campaign,10388.92
2023-04-18,revenue,Wholesale Revenue,Consulting engagement,6679.67
2021-05-02,expense,Cost of Goods Sold (COGS),Monthly payroll,"$1,214.63"
2024-07-29,revenue,Service Revenue,Annual subscription,23015.98
2023-10-03,revenue,,Monthly subscription charge,18078.29
2022-06-13,revenue,Subscription Income,Project milestone payment,11364.53
2023-05-15,expense,,Monthly payroll,5242.54
2022-08-17,revenue,Subscription Income,Enterprise agreement,17271.11
2015-11-27,revenue,Online / Digital Sales,Online store order,2527.97
2024-06-09,revenue,Product Sales,Referral commission,23891.9
2023-01-19,revenue,Consulting / Retainers,Project milestone payment,319.14
2021-04-07,other,Software & Subscriptions,Conference registration,2439.1
2021-02-06,revenue,Subscription Income,Online store order,(17145.85)
2021-02-12,revenue,,Retainer fee,15784.76
2020-04-30,expense,advertising,AWS hosting bill,1168.8
2024-03-11,revenue,Product Sales,Q1 client invoice,TBD
2020-02-08,expense,Marketing & Advertising,Equipment purchase,"$4,727.92"
2025-02-09,Revenue,Cost of Goods Sold (COGS),Google Ads campaign,2846.51
2025-06-13,expense,Other Expense,Conference registration,11301.92
2024-01-27,REVENUE,Product Sales,Q1 client invoice,9084.59
2021-02-17,revenue,Affiliate / Referral Revenue,Product bundle sale,13257.93
2023-04-16,expense,Professional Services (Legal/Accounting),,1193.8
2027-07-13,revenue,Other Revenue,Retainer fee,20036.45
2020-08-06,revenue,Product Sales,Referral commission,23772.74
2023-09-23,expense,Software & Subscriptions,Software license renewal,8960.56
2022-11-11,expense,Cost of Goods Sold (COGS),Utilities bill,2248.9
2025-08-07,revenue,Online / Digital Sales,Referral commission,18904.13
2021-02-08,expense,Rent / Office Space,Monthly payroll,2383.52
2022-03-10,expense,Rent / Office Space,Monthly payroll,8320.36
2022-08-06,revenue,Other Revenue,Referral commission,10066.6
2022-12-28,revenue,Other Revenue,Product bundle sale,-19289.45
2022-12-04,expense,Marketing & Advertising,Contractor payment,"$9,203.61"
2023-01-15,revenue,Other Revenue,Product bundle sale,TBD
2021-04-02,expense,Professional Services (Legal/Accounting),Google Ads campaign,1079.05
2021-04-06,EXPENSE,Product Sales,Digital download sale,9678.96
2021-04-13,revenue,Other Revenue,Service contract payment,14538.69
2025-10-21,expense,Software & Subscriptions,Contractor payment,864.68
2025-02-08,expense,Professional Services (Legal/Accounting),Equipment purchase,1342.44
2020-12-01,credit,Online / Digital Sales,Digital download sale,4245.14
2022-06-05,Rev,Software & Subscriptions,Conference registration,6006.95
2021-03-14,expense,Marketing & Advertising,Insurance premium,10385.52
2021-10-15,revenue,Consulting / Retainers,Online store order,7779.18
2024-11-09,expense,Marketing & Advertising,Office supplies,TBD
2024-11-09,expense,Marketing & Advertising,Office supplies,TBD
2022-12-15,credit,Other Expense,Equipment purchase,11470.89
2021-06-09,expense,Professional Services (Legal/Accounting),Monthly payroll,12027.09
2021-03-06,expense,Cost of Goods Sold (COGS),Insurance premium,13624.79
2025-03-07,expense,Other Expense,Contractor payment,14897.46
2023-09-28,expense,,Equipment purchase,1690.75
"Aug 30, 2022",expense,Software & Subscriptions,Travel & lodging,7084.05
2021-12-25,revenue,Online / Digital Sales,License renewal,777.54
2021-08-06,expense,Professional Services (Legal/Accounting),Software license renewal,13505.79
2021-11-22,expense,Cost of Goods Sold (COGS),Accounting services,6823.04
2026-10-25,expense,Professional Services (Legal/Accounting),Google Ads campaign,9154.51
2022-11-01,revenue,Product Sales,Retainer fee,7654.09
2025-03-17,revenue,,Online store order,20185.49
2025-05-11,expense,Rent / Office Space,Office rent payment,6073.05
2021-05-12,Exp,Marketing & Advertising,Equipment purchase,12770.11
2026-06-30,expense,Professional Services (Legal/Accounting),Insurance premium,9782.28
2026-06-30,expense,Professional Services (Legal/Accounting),Insurance premium,9782.28
2026-06-30,expense,Professional Services (Legal/Accounting),Insurance premium,9782.28
2022-12-29,revenue,,Referral commission,9816.12
2024-12-11,expense,Professional Services (Legal/Accounting),Monthly payroll,9323.67
2024-07-20,revenue,Subscription,License renewal,2118.04
2025-12-28,revenue,Wholesale Revenue,Annual subscription,3574.3
2021-03-21,REVENUE,Other Revenue,Q1 client invoice,3434.54
2023-08-09,revenue,Other Revenue,Q1 client invoice,20669.47
2020-08-24,revenue,Wholesale Revenue,Retainer fee,20066.13
2025-09-19,expense,Salaries & Wages,Equipment purchase,8337.56
08/06/2024,revenue,Consulting / Retainers,Online store order,8995.59
2023-08-27,expense,Salaries & Wages,Monthly payroll,4345.36
2022-05-29,expense,cost of goods,Software license renewal,10264.99
03/10/2021,revenue,Wholesale Revenue,License renewal,24918.61
2021-07-29,expense,Salaries & Wages,Google Ads campaign,559.21
2024-04-27,EXPENSE,Other Expense,Office rent payment,2641.99
2024-04-27,EXPENSE,Other Expense,Office rent payment,2641.99
2025-06-25,revenue,Subscription Income,Service contract payment,16293.15
2021-10-26,expense,Professional Services (Legal/Accounting),Software license renewal,6215.18
2021-01-15,revenue,Service,Referral commission,13350.13
2023-10-11,expense,,Travel & lodging,13480.58
2023-10-23,expense,Software & Subscriptions,Printing & postage,3655.59
2020-11-27,revenue,Subscription Income,Digital download sale,12417.4
2024-05-05,revenue,Subscription Income,Project milestone payment,19774.0
2024-02-11,revenue,Subscription Income,License renewal,11937.19
2025-01-18,expense,Marketing & Advertising,Google Ads campaign,9516.15
2022-10-04,Exp,Online / Digital Sales,Enterprise agreement,10299.49
2022-03-18,expense,Rent / Office Space,Equipment purchase,9280.0
2022-03-18,expense,Rent / Office Space,Equipment purchase,9280.0
2024-08-25,Revenue,Marketing & Advertising,Printing & postage,7294.04
2023-09-17,revenue,Consulting / Retainers,License renewal,11682.37
2020-04-06,EXPENSE,Rent / Office Space,Utilities bill,3408.61
2021-12-22,expense,Rent / Office Space,,8189.48
2023-11-18,revenue,Wholesale Revenue,Affiliate payout received,11808.04
2015-10-20,expense,Professional Services (Legal/Accounting),Office supplies,11005.93
2025-02-18,revenue,Affiliate / Referral Revenue,Referral commission,14054.04
2023-12-28,revenue,Subscription Income,Affiliate payout received,12494.69
2022-03-02,expense,Professional Services (Legal/Accounting),Google Ads campaign,3279.31
2023-06-02,revenue,Wholesale Revenue,Product bundle sale,635.86
2022-12-24,expense,Rent / Office Space,Office supplies,568.35
2023-05-15,revenue,Service Revenue,Affiliate payout received,-24777.32
2022-05-13,expense,Other Expense,Contractor payment,-14821.04
2021-12-13,expense,Software & Subscriptions,Office supplies,7659.45
2023-09-16,revenue,Wholesale Revenue,Project milestone payment,9034.42
2015-12-18,revenue,Affiliate / Referral Revenue,Referral commission,13948.69
2024-05-17,expense,Software & Subscriptions,Insurance premium,7671.01
2017-04-11,revenue,Online / Digital Sales,Consulting engagement,15227.77
2021-10-23,expense,Software & Subscriptions,Office rent payment,"$2,323.99"
2020-07-21,revenue,Online / Digital Sales,Enterprise agreement,18232.42
2022-08-22,revenue,Online / Digital Sales,Annual subscription,3702.79
2021-12-26,revenue,Consulting / Retainers,,16403.81
2021-03-02,expense,Software & Subscriptions,Accounting services,6560.11
2023-08-04,expense,Marketing & Advertising,Monthly payroll,4087.25
2020-09-30,expense,Rent / Office Space,Insurance premium,-13570.25
2020-08-28,revenue,Subscription Income,Referral commission,9013.45
2024-03-31,REVENUE,Consulting / Retainers,Wholesale shipment,16027.56
2024-06-19,expense,Rent / Office Space,Office supplies,6702.86
2022-11-10,revenue,Subscription Income,Digital download sale,16129.3
2024-04-04,revenue,Wholesale Revenue,Wholesale shipment,21956.39
2023-06-06,expense,Other Expense,Printing & postage,980.88
2026-01-11,expense,Cost of Goods Sold (COGS),Utilities bill,13075.78
2020-08-15,revenue,Service Revenue,Project milestone payment,N/A
2020-04-08,REVENUE,Subscription Income,Service contract payment,1086.68
2020-03-03,revenue,Other Revenue,Project milestone payment,17567.42
2021-01-11,revenue,Service Revenue,Online store order,(17509.62)
2020-11-10,revenue,Service Revenue,Digital download sale,11051.76
2022-09-05,Revenue,Affiliate / Referral Revenue,Wholesale shipment,5626.55
2020-04-10,revenue,Wholesale Revenue,Product bundle sale,6453.93
2024-12-31,expense,Other Expense,Printing & postage,1793.48
2021-10-12,expense,Cost of Goods Sold (COGS),Equipment purchase,6574.76
2023-09-18,Costs,Other Expense,Software license renewal,5562.76
2021-05-13,Income,Consulting / Retainers,Digital download sale,20026.83
2022-06-08,expense,Salaries & Wages,Accounting services,-5315.27
2020-06-25,Exp,Service Revenue,Affiliate payout received,24060.63
2023-01-14,expense,Professional Services (Legal/Accounting),Utilities bill,"$5,410.91"
2020-05-22,REVENUE,Product Sales,Referral commission,7547.77
2024-07-20,expense,Professional Services (Legal/Accounting),Contractor payment,6770.03
2020-11-24,revenue,Wholesale Revenue,Wholesale shipment,8294.2
2020-08-31,revenue,,Service contract payment,24713.02
2020-04-11,expense,Other Expense,Equipment purchase,-803.78
17/01/2025,expense,Cost of Goods Sold (COGS),Google Ads campaign,6796.37
2020-04-01,expense,Other Expense,Office supplies,12142.69
2025-04-13,revenue,Consulting / Retainers,Digital download sale,8523.74
2024-04-03,revenue,Product Sales,Referral commission,12765.38
2024-07-22,expense,Other Expense,Conference registration,11566.46
2025-03-17,Exp,Wholesale Revenue,Retainer fee,2055.34
2025-08-19,expense,Salaries & Wages,Monthly payroll,
2025-08-15,revenue,Wholesale Revenue,Monthly subscription charge,12740.31
2020-03-22,revenue,Product Sales,Enterprise agreement,"$20,468.05"
2021-05-02,REVENUE,Wholesale Revenue,Wholesale shipment,1087.5
2021-10-21,revenue,Subscription Income,License renewal,12176.26
2027-11-28,expense,Professional Services (Legal/Accounting),AWS hosting bill,386.5
2025-05-26,revenue,Service Revenue,,3790.19
2023-01-13,debit,Marketing & Advertising,Legal retainer fee,4808.87
2022-06-20,revenue,Wholesale Revenue,Project milestone payment,19687.95
2026-05-30,revenue,Subscription Income,Wholesale shipment,4318.77
2023-10-25,expense,Other Expense,Printing & postage,14508.61
2023-04-25,revenue,Wholesale Revenue,Online store order,11430.33
2027-04-08,expense,Professional Services (Legal/Accounting),Printing & postage,4534.37
2021-04-02,REVENUE,Product Sales,Annual subscription,23102.48
2023-12-22,EXPENSE,Software & Subscriptions,Accounting services,9316.08
2020-10-20,expense,Other Expense,Legal retainer fee,(12843.41)
2020-08-23,expense,Marketing & Advertising,  Office rent payment  ,13562.03
2024-09-29,expense,Professional Services (Legal/Accounting),Equipment purchase,1100.06
2023-07-08,expense,Other Expense,Legal retainer fee,9526.17
2022-05-27,expense,Marketing & Advertising,AWS hosting bill,8562.49
2023-05-17,expense,Salaries & Wages,Utilities bill,14048.08
2026-07-30,revenue,Wholesale Revenue,Annual subscription,10508.99
2022-09-02,revenue,Wholesale Revenue,Q1 client invoice,3397.02
2024-12-30,revenue,Subscription Income,Retainer fee,-10861.16
2021-02-07,expense,,Office rent payment,13638.66
2020-10-24,expense,Marketing & Advertising,Legal retainer fee,6800.49
